user_id,username,email,signup_date,plan
USR-2-0000,fiona_brown_75,fiona_brown_75@mail.net,2026-07-14,free
USR-2-0001,ian_brown_81,ian_brown_81@yahoo.com,2026-06-27,pro
USR-2-0002,fiona_smith_72,fiona_smith_72@mail.net,2026-09-21,pro
USR-2-0003,hannah_moore_66,Hannah @ gmail.com,2026-05-02,pro
USR-2-0004,ethan_brown_68,ethan_brown_68@company.org,2026-09-17,free
USR-2-0005,ethan_thomas_56,ethan_thomas_56@company.org,2026-09-07,pro
USR-2-0006,diana_miller_14,diana_miller_14@gmail.com,2026-08-28,free
USR-2-0007,diana_taylor_85,diana_taylor_85@mail.net,2026-11-14,free
USR-2-0008,diana_taylor_17,diana_taylor_17@mail.net,2026-09-06,pro
USR-2-0009,ethan_miller_83,ethan_miller_83@gmail.com,2026-03-25,pro
USR-2-0010,ethan_brown_99,ethan_brown_99@outlook.com,2026-04-25,enterprise
USR-2-0011,charlie_jackson_90,charlie_jackson_90@company.org,2026-02-21,free
USR-2-0012,ethan_wilson_68,ethan_wilson_68@gmail.com,2026-12-03,enterprise
USR-2-0013,fiona_johnson_78,fiona_johnson_78@yahoo.com,2026-08-09,pro
USR-2-0014,fiona_thomas_83,fiona_thomas_83@outlook.com,2026-11-25,free
USR-2-0015,hannah_smith_25,,2026-08-01,pro
USR-2-0016,charlie_miller_30,charlie_miller_30@gmail.com,2026-11-12,pro
USR-2-0017,charlie_smith_60,charlie_smith_60@yahoo.com,2026-07-21,free
USR-2-0018,,@mail.net,2026-11-15,
USR-2-0019,fiona_johnson_64,fiona_johnson_64@yahoo.com,2026-07-03,enterprise
USR-2-0020,bob_wilson_57,,2026-03-21,enterprise
USR-2-0021,ian_jackson_11,,2026-06-24,free
USR-2-0022,charlie_moore_88,charlie_moore_88@gmail.com,2026-02-05,free
USR-2-0023,george_wilson_64,,2026-05-21,free
USR-2-0024,julia_jackson_87,julia_jackson_87@gmail.com,2026-11-10,free
USR-2-0025,ian_taylor_60,missing_domain@Ian,2026-07-04,free
USR-2-0026,julia_johnson_77,invalid_email_format,2026-03-13,enterprise
USR-2-0027,ian_brown_70,ian_brown_70@gmail.com,2026-10-03,free
USR-2-0028,alice_smith_60,alice_smith_60@mail.net,2026-07-14,enterprise
USR-2-0029,ian_thomas_88,Ian @ gmail.com,2026-03-18,pro
USR-2-0030,bob_miller_99,bob_miller_99@yahoo.com,2026-01-08,free
USR-2-0031,bob_anderson_88,bob_anderson_88@yahoo.com,2026-02-01,enterprise
USR-2-0032,alice_brown_73,alice_brown_73@outlook.com,2026-03-12,free
