user_id,username,email,signup_date,plan
USR-1-0000,bob_moore_23,bob_moore_23@mail.net,2026-02-13,pro
USR-1-0001,,@mail.net,2026-09-07,pro
USR-1-0002,charlie_taylor_23,charlie_taylor_23@mail.net,2026-03-25,enterprise
USR-1-0003,hannah_anderson_82,hannah_anderson_82@mail.net,2026-11-21,enterprise
USR-1-0004,,@outlook.com,2026-05-19,free
USR-1-0005,bob_miller_69,bob_miller_69gmail.com,2026-11-28,free
USR-1-0006,ian_moore_69,ian_moore_69@gmail.com,2026-08-26,enterprise
USR-1-0007,fiona_jackson_70,fiona_jackson_70@company.org,2026-02-26,pro
USR-1-0008,bob_thomas_92,bob_thomas_92@company.org,2026-08-17,enterprise
USR-1-0009,fiona_wilson_46,fiona_wilson_46@mail.net,2026-01-26,enterprise
USR-1-0010,bob_wilson_22,bob_wilson_22@outlook.com,2026-12-28,enterprise
USR-1-0011,,@outlook.com,2026-05-21,enterprise
USR-1-0012,charlie_jackson_20,charlie_jackson_20@outlook.com,2026-03-22,enterprise
USR-1-0013,ian_johnson_92,ian_johnson_92@gmail.com,2026-06-10,free
USR-1-0014,fiona_anderson_34,,2026-02-10,free
USR-1-0015,ian_thomas_14,ian_thomas_14@mail.net,2026-03-20,pro
USR-1-0016,charlie_jackson_31,Charlie @ outlook.com,2026-08-20,pro
USR-1-0017,hannah_taylor_78,hannah_taylor_78@company.org,2026-04-12,enterprise
USR-1-0018,hannah_anderson_46,hannah_anderson_46@company.org,2026-03-27,free
USR-1-0019,charlie_miller_16,charlie_miller_16@mail.net,2026-02-23,enterprise
USR-1-0020,ethan_johnson_30,ethan_johnson_30@yahoo.com,2026-07-03,free
USR-1-0021,,@yahoo.com,2026-07-03,pro
USR-1-0022,fiona_johnson_93,,2026-01-10,pro
USR-1-0023,charlie_anderson_67,charlie_anderson_67@gmail.com,2026-05-07,free
USR-1-0024,julia_thomas_64,julia_thomas_64@outlook.com,2026-02-02,free
USR-1-0025,julia_anderson_18,julia_anderson_18@mail.net,2026-09-01,enterprise
USR-1-0026,diana_brown_47,diana_brown_47@yahoo.com,2026-10-14,free
USR-1-0027,,@mail.net,2026-09-18,free
USR-1-0028,hannah_smith_91,hannah_smith_91@gmail.com,2026-06-26,free
USR-1-0029,bob_jackson_52,bob_jackson_52@outlook.com,2026-11-06,enterprise
USR-1-0030,,@company.org,2026-01-10,free
USR-1-0031,diana_smith_50,diana_smith_50@mail.net,2026-08-09,free
USR-1-0032,diana_miller_55,invalid_email_format,2026-02-26,pro
USR-1-0033,george_anderson_59,george_anderson_59@company.org,2026-06-26,enterprise
USR-1-0034,bob_moore_20,bob_moore_20@yahoo.com,2026-09-10,pro
USR-1-0035,fiona_miller_49,fiona_miller_49@yahoo.com,2026-12-15,pro
USR-1-0036,fiona_jackson_65,fiona_jackson_65@gmail.com,2026-02-22,enterprise
USR-1-0037,ian_brown_13,ian_brown_13@company.org,2026-01-05,free
USR-1-0038,fiona_wilson_59,missing_domain@Fiona,2026-06-12,pro
USR-1-0039,julia_brown_77,julia_brown_77@outlook.com,2026-04-04,free
USR-1-0040,hannah_thomas_59,missing_domain@Hannah,2026-04-20,pro
USR-1-0041,hannah_taylor_25,missing_domain@Hannah,2026-02-26,enterprise
USR-1-0042,fiona_wilson_18,fiona_wilson_18@outlook.com,2026-03-23,enterprise
USR-1-0043,charlie_wilson_75,charlie_wilson_75@yahoo.com,2026-04-26,
USR-1-0044,ian_jackson_57,ian_jackson_57@yahoo.com,2026-10-03,free
USR-1-0045,hannah_thomas_62,hannah_thomas_62@gmail.com,2026-03-11,enterprise
USR-1-0046,hannah_thomas_54,hannah_thomas_54@mail.net,2026-11-19,free
USR-1-0047,charlie_moore_74,Charlie @ gmail.com,2026-05-06,free
USR-1-0048,diana_wilson_76,diana_wilson_76@outlook.com,2026-04-21,enterprise
USR-1-0049,,@mail.net,2026-10-05,free
USR-1-0050,,@gmail.com,2026-01-21,enterprise
USR-1-0051,diana_jackson_63,invalid_email_format,2026-11-10,pro
USR-1-0052,,missing_domain@George,2026-08-15,free
USR-1-0053,charlie_wilson_50,charlie_wilson_50@company.org,2026-03-25,pro
USR-1-0054,bob_wilson_40,bob_wilson_40@yahoo.com,2026-03-04,free
USR-1-0055,george_jackson_63,george_jackson_63@yahoo.com,2026-06-19,enterprise
USR-1-0056,charlie_anderson_75,charlie_anderson_75@company.org,2026-01-03,pro
USR-1-0057,diana_taylor_84,missing_domain@Diana,2026-05-18,free
USR-1-0058,george_brown_43,george_brown_43@outlook.com,2026-01-13,free
USR-1-0059,diana_wilson_80,diana_wilson_80@company.org,2026-09-09,enterprise
USR-1-0060,bob_brown_22,bob_brown_22@outlook.com,2026-09-12,free
USR-1-0061,,missing_domain@Ian,2026-09-15,free
USR-1-0062,ian_brown_51,ian_brown_51@company.org,2026-10-24,pro
USR-1-0063,ian_thomas_78,ian_thomas_78@company.org,2026-01-12,pro
USR-1-0064,george_jackson_49,george_jackson_49@gmail.com,2026-10-16,pro
USR-1-0065,julia_jackson_39,julia_jackson_39@yahoo.com,2026-09-21,enterprise
USR-1-0066,george_brown_97,george_brown_97@gmail.com,2026-04-01,pro
USR-1-0067,charlie_moore_98,charlie_moore_98@mail.net,2026-08-28,enterprise
USR-1-0068,charlie_thomas_36,charlie_thomas_36@company.org,2026-09-13,pro
USR-1-0069,hannah_thomas_53,hannah_thomas_53@outlook.com,2026-10-16,free
USR-1-0070,ethan_thomas_48,ethan_thomas_48@outlook.com,2026-05-23,free
USR-1-0071,hannah_wilson_71,hannah_wilson_71@outlook.com,2026-05-04,enterprise
USR-1-0072,george_moore_54,george_moore_54@outlook.com,2026-01-10,enterprise
USR-1-0073,hannah_miller_71,hannah_miller_71@outlook.com,2026-09-23,pro
USR-1-0074,julia_jackson_40,julia_jackson_40@mail.net,2026-04-21,free
USR-1-0075,george_wilson_70,george_wilson_70@gmail.com,2026-09-06,pro
USR-1-0076,hannah_anderson_93,hannah_anderson_93@outlook.com,2026-05-21,free
USR-1-0077,bob_jackson_39,bob_jackson_39@gmail.com,2026-03-14,free
USR-1-0078,alice_moore_73,alice_moore_73@outlook.com,2026-01-01,pro
USR-1-0079,bob_wilson_46,bob_wilson_46@mail.net,2026-08-05,enterprise
USR-1-0080,diana_johnson_52,diana_johnson_52@outlook.com,2026-12-06,free
USR-1-0081,ethan_jackson_96,,2026-11-13,pro
USR-1-0082,,@company.org,2026-06-08,free
USR-1-0083,diana_anderson_44,diana_anderson_44@mail.net,2026-01-09,enterprise
USR-1-0084,diana_smith_95,diana_smith_95@company.org,2026-11-17,enterprise
USR-1-0085,bob_miller_57,bob_miller_57@yahoo.com,2026-08-05,pro
USR-1-0086,julia_wilson_63,julia_wilson_63@mail.net,2026-11-27,free
USR-1-0087,julia_johnson_77,julia_johnson_77@gmail.com,2026-10-04,free
USR-1-0088,ian_taylor_83,,2026-09-15,free
USR-1-0089,julia_anderson_21,julia_anderson_21@gmail.com,2026-08-05,enterprise
USR-1-0090,julia_smith_81,julia_smith_81@gmail.com,2026-07-09,free
USR-1-0091,julia_johnson_15,julia_johnson_15@mail.net,2026-01-03,
USR-1-0092,george_brown_27,george_brown_27@company.org,2026-06-13,pro
USR-1-0093,george_moore_20,george_moore_20@mail.net,2026-03-21,pro
USR-1-0094,ian_moore_77,ian_moore_77@gmail.com,2026-01-10,pro
USR-1-0095,ian_moore_78,ian_moore_78@company.org,2026-06-05,pro
USR-1-0096,bob_smith_94,bob_smith_94@gmail.com,2026-04-07,free
USR-1-0097,alice_anderson_86,alice_anderson_86@yahoo.com,2026-12-02,pro
USR-1-0098,ian_taylor_17,ian_taylor_17@yahoo.com,2026-12-19,pro
USR-1-0099,fiona_taylor_48,fiona_taylor_48@mail.net,2026-04-14,pro
USR-1-0100,ian_jackson_32,ian_jackson_32@company.org,2026-01-12,enterprise
USR-1-0101,ian_wilson_99,,2026-07-06,enterprise
USR-1-0102,diana_miller_28,diana_miller_28@mail.net,2026-07-14,enterprise
USR-1-0103,george_taylor_42,george_taylor_42@company.org,2026-06-03,enterprise
USR-1-0104,diana_smith_44,diana_smith_44@gmail.com,2026-02-07,enterprise
USR-1-0105,ian_taylor_71,ian_taylor_71@outlook.com,2026-01-07,free
USR-1-0106,bob_anderson_41,bob_anderson_41@company.org,2026-04-18,pro
USR-1-0107,george_anderson_78,george_anderson_78@outlook.com,2026-09-16,pro
USR-1-0108,hannah_wilson_36,hannah_wilson_36@mail.net,2026-04-24,
USR-1-0109,ian_jackson_84,ian_jackson_84@yahoo.com,2026-06-08,pro
USR-1-0110,diana_anderson_80,diana_anderson_80@outlook.com,2026-08-24,enterprise
USR-1-0111,hannah_brown_55,hannah_brown_55@company.org,2026-03-18,enterprise
USR-1-0112,ian_smith_19,ian_smith_19@gmail.com,2026-07-05,enterprise
USR-1-0113,charlie_smith_37,charlie_smith_37@mail.net,2026-11-22,enterprise
USR-1-0114,hannah_smith_10,hannah_smith_10@gmail.com,2026-09-24,pro
USR-1-0115,ethan_smith_74,ethan_smith_74@yahoo.com,2026-02-04,enterprise
USR-1-0116,diana_jackson_77,diana_jackson_77@company.org,2026-02-12,pro
USR-1-0117,diana_taylor_48,diana_taylor_48@gmail.com,2026-02-13,pro
USR-1-0118,,,2026-08-28,pro
USR-1-0119,fiona_jackson_22,fiona_jackson_22@yahoo.com,2026-04-28,enterprise
USR-1-0120,hannah_miller_15,hannah_miller_15@outlook.com,2026-09-19,
USR-1-0121,fiona_smith_36,fiona_smith_36@company.org,2026-02-10,free
USR-1-0122,julia_moore_96,julia_moore_96@yahoo.com,2026-12-24,free
