user_id,username,email,signup_date,plan
USR-4-0000,charlie_moore_72,,2026-04-02,pro
USR-4-0001,alice_miller_62,alice_miller_62@yahoo.com,2026-04-03,free
USR-4-0002,hannah_jackson_72,hannah_jackson_72@yahoo.com,2026-07-13,free
USR-4-0003,george_wilson_60,george_wilson_60@mail.net,2026-09-17,enterprise
USR-4-0004,alice_thomas_23,alice_thomas_23@gmail.com,2026-04-17,enterprise
USR-4-0005,alice_thomas_59,alice_thomas_59@gmail.com,2026-04-10,pro
USR-4-0006,ethan_miller_69,ethan_miller_69@gmail.com,2026-12-17,free
USR-4-0007,hannah_johnson_74,hannah_johnson_74@mail.net,2026-03-13,pro
USR-4-0008,alice_brown_68,alice_brown_68@yahoo.com,2026-08-03,pro
USR-4-0009,charlie_johnson_21,charlie_johnson_21@outlook.com,2026-02-17,enterprise
USR-4-0010,ian_jackson_30,ian_jackson_30@yahoo.com,2026-06-19,enterprise
USR-4-0011,charlie_brown_32,invalid_email_format,2026-12-25,pro
USR-4-0012,charlie_johnson_26,charlie_johnson_26gmail.com,2026-08-16,pro
USR-4-0013,alice_jackson_73,alice_jackson_73@company.org,2026-08-14,pro
USR-4-0014,julia_smith_41,julia_smith_41@mail.net,2026-04-02,free
USR-4-0015,fiona_smith_28,fiona_smith_28@mail.net,2026-05-11,free
USR-4-0016,george_brown_30,george_brown_30@mail.net,2026-10-26,enterprise
USR-4-0017,hannah_jackson_56,invalid_email_format,2026-06-13,free
USR-4-0018,ian_johnson_47,,2026-05-11,enterprise
USR-4-0019,,@mail.net,2026-02-16,enterprise
USR-4-0020,ethan_moore_87,ethan_moore_87@mail.net,2026-10-12,free
USR-4-0021,hannah_thomas_90,hannah_thomas_90@mail.net,2026-04-23,pro
USR-4-0022,alice_johnson_13,alice_johnson_13@yahoo.com,2026-10-14,pro
USR-4-0023,fiona_thomas_91,fiona_thomas_91@outlook.com,2026-05-26,free
USR-4-0024,ian_thomas_51,invalid_email_format,2026-07-24,enterprise
USR-4-0025,alice_brown_34,alice_brown_34@company.org,2026-08-26,free
USR-4-0026,hannah_brown_90,hannah_brown_90@outlook.com,2026-08-26,pro
