user_id,username,email,signup_date,plan
USR-6-0000,hannah_smith_38,hannah_smith_38@outlook.com,2026-04-03,enterprise
USR-6-0001,diana_taylor_73,Diana @ company.org,2026-01-07,enterprise
USR-6-0002,ethan_jackson_74,ethan_jackson_74@mail.net,2026-11-22,enterprise
USR-6-0003,bob_jackson_26,,2026-10-28,free
USR-6-0004,,@mail.net,2026-10-09,enterprise
USR-6-0005,hannah_smith_64,hannah_smith_64@gmail.com,2026-06-14,pro
USR-6-0006,ian_anderson_73,ian_anderson_73@yahoo.com,2026-01-09,pro
USR-6-0007,fiona_smith_60,fiona_smith_60gmail.com,2026-12-08,enterprise
USR-6-0008,bob_taylor_35,bob_taylor_35@gmail.com,2026-01-16,pro
USR-6-0009,julia_wilson_42,julia_wilson_42@outlook.com,2026-01-27,pro
USR-6-0010,diana_johnson_86,diana_johnson_86@company.org,2026-10-04,free
USR-6-0011,alice_moore_50,alice_moore_50@yahoo.com,2026-01-26,pro
USR-6-0012,julia_moore_18,invalid_email_format,2026-07-13,free
USR-6-0013,george_taylor_86,george_taylor_86@company.org,2026-07-15,pro
USR-6-0014,julia_johnson_53,julia_johnson_53@gmail.com,2026-08-17,pro
USR-6-0015,bob_johnson_11,Bob @ yahoo.com,2026-11-17,pro
USR-6-0016,hannah_jackson_66,,2026-01-02,free
USR-6-0017,george_thomas_93,george_thomas_93@mail.net,2026-03-05,pro
USR-6-0018,fiona_miller_57,fiona_miller_57@yahoo.com,2026-01-08,enterprise
USR-6-0019,ian_smith_64,ian_smith_64@yahoo.com,2026-02-11,free
USR-6-0020,hannah_jackson_98,hannah_jackson_98@outlook.com,2026-10-10,pro
USR-6-0021,bob_anderson_15,bob_anderson_15@yahoo.com,2026-12-08,pro
USR-6-0022,diana_anderson_52,diana_anderson_52@company.org,2026-03-27,free
USR-6-0023,bob_wilson_13,,2026-08-07,enterprise
USR-6-0024,fiona_smith_13,fiona_smith_13@yahoo.com,2026-05-24,free
USR-6-0025,ian_taylor_32,,2026-05-04,free
USR-6-0026,charlie_moore_93,invalid_email_format,2026-08-08,pro
USR-6-0027,charlie_thomas_89,charlie_thomas_89@gmail.com,2026-02-05,free
USR-6-0028,diana_thomas_58,diana_thomas_58@company.org,2026-11-08,free
USR-6-0029,julia_taylor_78,,2026-04-02,enterprise
USR-6-0030,charlie_thomas_84,charlie_thomas_84@gmail.com,2026-08-26,enterprise
USR-6-0031,charlie_thomas_59,charlie_thomas_59@mail.net,2026-06-16,enterprise
USR-6-0032,fiona_wilson_77,fiona_wilson_77@company.org,2026-08-09,enterprise
USR-6-0033,julia_smith_36,julia_smith_36@yahoo.com,2026-07-07,pro
USR-6-0034,george_jackson_30,george_jackson_30@mail.net,2026-02-05,free
USR-6-0035,ian_wilson_39,ian_wilson_39@mail.net,2026-06-14,pro
USR-6-0036,george_wilson_73,george_wilson_73@yahoo.com,2026-08-08,pro
USR-6-0037,fiona_johnson_47,fiona_johnson_47@gmail.com,2026-05-08,free
USR-6-0038,fiona_smith_79,fiona_smith_79@outlook.com,2026-05-10,enterprise
USR-6-0039,ethan_taylor_87,ethan_taylor_87@mail.net,2026-05-01,pro
USR-6-0040,fiona_moore_61,fiona_moore_61@gmail.com,2026-08-21,enterprise
USR-6-0041,charlie_moore_39,charlie_moore_39@company.org,2026-04-17,enterprise
USR-6-0042,hannah_anderson_53,hannah_anderson_53@yahoo.com,2026-07-25,enterprise
USR-6-0043,,,2026-03-10,
USR-6-0044,fiona_wilson_38,fiona_wilson_38@company.org,2026-12-18,pro
USR-6-0045,alice_jackson_14,,2026-06-19,enterprise
USR-6-0046,julia_jackson_60,julia_jackson_60@company.org,2026-02-18,pro
USR-6-0047,bob_wilson_82,bob_wilson_82@outlook.com,2026-02-06,free
USR-6-0048,charlie_smith_98,charlie_smith_98gmail.com,2026-07-10,free
USR-6-0049,,@yahoo.com,2026-06-28,pro
USR-6-0050,bob_brown_78,bob_brown_78@company.org,2026-04-05,free
USR-6-0051,hannah_brown_87,hannah_brown_87@yahoo.com,2026-09-23,enterprise
USR-6-0052,diana_smith_28,diana_smith_28@mail.net,2026-04-17,pro
USR-6-0053,hannah_anderson_69,hannah_anderson_69@outlook.com,2026-11-15,pro
USR-6-0054,ethan_moore_88,ethan_moore_88@company.org,2026-04-06,enterprise
USR-6-0055,hannah_moore_94,hannah_moore_94@company.org,2026-12-02,free
USR-6-0056,charlie_miller_90,charlie_miller_90@gmail.com,2026-12-24,enterprise
USR-6-0057,hannah_moore_80,hannah_moore_80@gmail.com,2026-09-25,pro
USR-6-0058,charlie_miller_36,charlie_miller_36@gmail.com,2026-11-23,enterprise
USR-6-0059,george_wilson_61,george_wilson_61@gmail.com,2026-05-04,enterprise
USR-6-0060,fiona_anderson_72,missing_domain@Fiona,2026-03-16,pro
USR-6-0061,charlie_smith_87,charlie_smith_87@mail.net,2026-12-13,free
USR-6-0062,alice_miller_29,,2026-12-02,enterprise
USR-6-0063,hannah_smith_91,hannah_smith_91@gmail.com,2026-07-23,pro
USR-6-0064,julia_smith_16,julia_smith_16@yahoo.com,2026-06-08,free
USR-6-0065,george_smith_11,george_smith_11@gmail.com,2026-04-04,enterprise
USR-6-0066,charlie_smith_63,charlie_smith_63@outlook.com,2026-09-21,free
USR-6-0067,ian_moore_64,ian_moore_64@outlook.com,2026-06-06,free
USR-6-0068,fiona_smith_59,fiona_smith_59@outlook.com,2026-11-20,pro
USR-6-0069,diana_moore_48,diana_moore_48@gmail.com,2026-12-18,enterprise
USR-6-0070,bob_jackson_51,bob_jackson_51@yahoo.com,2026-06-06,enterprise
USR-6-0071,fiona_anderson_18,fiona_anderson_18@mail.net,2026-08-13,enterprise
USR-6-0072,diana_thomas_85,diana_thomas_85gmail.com,2026-05-08,enterprise
USR-6-0073,,@outlook.com,2026-04-05,pro
USR-6-0074,alice_taylor_86,alice_taylor_86@outlook.com,2026-03-09,pro
USR-6-0075,alice_thomas_63,alice_thomas_63@gmail.com,2026-04-28,enterprise
USR-6-0076,,@yahoo.com,2026-11-23,enterprise
USR-6-0077,george_thomas_51,george_thomas_51@gmail.com,2026-08-03,free
USR-6-0078,,@yahoo.com,2026-04-17,free
USR-6-0079,hannah_miller_31,hannah_miller_31@yahoo.com,2026-10-08,pro
USR-6-0080,hannah_taylor_44,hannah_taylor_44@outlook.com,2026-07-13,free
USR-6-0081,george_thomas_88,george_thomas_88@company.org,2026-01-25,pro
USR-6-0082,bob_miller_86,bob_miller_86@yahoo.com,2026-05-13,pro
USR-6-0083,ethan_moore_81,missing_domain@Ethan,2026-04-05,
USR-6-0084,ian_wilson_72,ian_wilson_72@company.org,2026-12-12,pro
USR-6-0085,julia_johnson_62,julia_johnson_62@gmail.com,2026-07-19,free
USR-6-0086,george_miller_54,george_miller_54@outlook.com,2026-12-02,enterprise
USR-6-0087,george_taylor_41,george_taylor_41@outlook.com,2026-11-23,
USR-6-0088,charlie_miller_87,charlie_miller_87@outlook.com,2026-04-20,enterprise
USR-6-0089,charlie_smith_24,charlie_smith_24@company.org,2026-07-23,enterprise
USR-6-0090,bob_thomas_34,,2026-07-09,enterprise
USR-6-0091,ian_moore_85,ian_moore_85@gmail.com,2026-02-21,enterprise
USR-6-0092,fiona_brown_44,fiona_brown_44@company.org,2026-12-10,free
USR-6-0093,,@mail.net,2026-07-21,pro
USR-6-0094,charlie_brown_57,,2026-08-06,enterprise
USR-6-0095,hannah_jackson_37,Hannah @ yahoo.com,2026-05-28,pro
USR-6-0096,julia_johnson_91,julia_johnson_91@company.org,2026-02-09,free
USR-6-0097,julia_taylor_71,julia_taylor_71@gmail.com,2026-01-09,free
